order_id,order_date,customer_id,shipping_method_id,dest_address_id
64,2023-07-11 11:25:40,38,1,417
65,2024-10-21 07:31:08,39,1,370
66,2022-07-12 06:43:34,39,1,900
67,2024-09-05 02:50:27,40,1,378
68,2023-02-07 08:09:21,40,3,757
69,2024-10-02 00:06:17,41,3,270
70,2022-04-28 15:18:11,42,3,202
71,2024-04-08 16:31:51,43,2,942
72,2023-03-01 23:04:11,44,3,643
73,2023-08-13 16:15:42,45,2,292
74,2024-02-22 20:03:33,46,2,392
75,2024-02-20 09:29:06,47,1,542
76,2022-04-01 14:23:38,47,1,924
77,2022-05-27 10:50:04,48,4,301
78,2024-04-25 19:01:28,48,1,339
79,2023-05-06 14:40:03,49,1,469
80,2023-08-12 02:10:34,50,2,842
81,2022-06-11 20:03:13,51,3,332
82,2024-11-06 16:08:41,52,3,13
83,2024-02-09 20:58:59,52,2,271
84,2024-05-05 04:05:14,52,4,626
85,2023-06-17 23:31:30,53,1,16
86,2022-08-02 16:54:05,53,4,198
87,2022-11-29 04:06:58,53,1,648
88,2024-12-12 12:48:28,54,1,112
89,2024-10-10 05:01:07,54,2,133
90,2024-02-15 18:47:53,55,3,81
91,2022-04-30 14:42:29,55,4,83
92,2024-01-10 04:58:59,55,1,130
93,2024-06-16 01:01:13,55,1,186
94,2023-05-25 13:15:15,55,1,722
95,2023-05-02 17:21:31,56,3,270
96,2022-09-13 09:14:26,56,4,601
97,2023-03-22 10:03:18,56,3,868
98,2023-10-26 02:35:45,57,1,415
99,2024-06-17 21:32:15,57,3,523
100,2022-05-15 16:34:01,57,2,591
101,2024-10-09 15:38:42,58,2,297
102,2023-04-27 18:52:06,58,3,455
103,2022-01-14 16:24:29,58,3,504
104,2022-10-05 12:39:14,58,3,517
105,2024-01-14 11:27:58,58,1,726
106,2023-10-14 22:41:10,59,4,377
107,2022-07-14 06:33:13,60,3,678
108,2024-12-18 07:03:36,61,4,257
109,2022-06-23 17:52:11,62,2,764
110,2022-04-15 02:42:04,63,3,162
111,2023-01-24 01:12:28,63,1,509
112,2024-07-23 13:21:08,64,1,558
113,2025-01-02 17:32:09,65,3,105
114,2023-01-10 11:43:28,65,1,456
115,2023-05-10 07:39:28,66,2,42
116,2023-06-05 06:41:31,66,2,194
117,2024-10-27 00:56:18,67,2,15
118,2023-09-19 20:18:50,67,1,893
119,2023-02-28 08:13:56,68,3,343
120,2022-07-05 12:18:00,69,3,669
121,2024-02-23 06:19:22,69,4,792
122,2022-02-16 00:08:57,70,3,353
123,2023-01-04 08:38:24,71,4,153
124,2024-12-19 09:32:00,72,3,44
125,2024-03-28 22:05:06,73,2,55
126,2022-10-16 12:31:51,73,4,932
127,2022-10-12 06:02:03,74,2,110
128,2023-08-11 16:35:13,75,2,178
129,2024-07-05 11:33:22,76,4,299
130,2022-02-22 12:59:57,76,1,984
131,2023-01-24 13:41:42,77,4,177
132,2022-11-10 13:55:22,77,4,462
133,2022-09-02 11:59:42,78,3,283
134,2023-12-03 21:18:50,79,1,245
135,2022-06-08 23:43:16,79,3,583
136,2024-11-23 09:35:25,80,1,920
137,2022-01-19 07:26:28,81,4,330
138,2023-10-22 21:46:58,82,2,614
139,2022-10-30 01:36:54,82,2,830
140,2024-05-18 17:21:15,83,3,63
141,2023-09-13 17:54:33,83,2,938
142,2023-10-27 06:48:08,84,4,372
143,2023-03-15 06:46:31,84,1,682
144,2022-05-13 10:13:14,85,4,230
145,2024-01-06 03:55:49,85,3,732
146,2023-12-06 21:24:03,85,4,812
147,2022-06-30 01:57:29,85,4,828
148,2022-12-03 03:18:41,85,4,916
149,2022-12-26 12:00:28,86,3,700
150,2023-05-09 21:03:38,86,1,739
151,2023-10-09 18:47:37,87,2,52
152,2022-06-02 14:14:51,88,1,513
153,2022-12-03 20:16:24,89,2,90
154,2023-09-13 07:40:51,90,2,148
155,2024-11-29 02:11:31,91,2,114
156,2022-12-21 11:13:55,91,2,440
157,2023-03-02 16:23:30,92,1,184
158,2023-05-07 09:04:18,92,3,510
159,2022-01-04 15:32:51,93,2,630
160,2024-12-31 12:28:28,93,4,863
161,2024-11-11 15:47:51,94,4,799
162,2022-05-07 10:35:57,95,1,122
163,2023-09-23 01:55:08,95,1,823
164,2024-08-10 03:46:55,95,2,985
165,2022-12-15 21:17:53,96,1,408
166,2022-08-12 01:20:27,97,2,693
167,2024-12-07 16:30:23,98,3,271
168,2024-03-19 04:16:02,99,2,877
169,2022-07-28 19:14:12,100,1,320
170,2024-11-13 05:48:22,100,4,322
171,2023-04-17 23:53:54,100,1,988
172,2023-09-04 08:31:33,101,1,654
173,2024-02-11 09:37:10,101,1,767
174,2023-01-04 00:44:57,102,4,718
175,2022-01-24 14:22:36,102,4,854
176,2023-01-30 17:07:29,103,2,194
177,2023-11-22 18:41:44,104,2,282
178,2024-02-25 23:48:30,105,4,756
179,2024-10-22 10:48:44,106,2,144
180,2022-12-05 05:52:24,107,2,725
181,2023-04-02 04:59:40,108,4,109
182,2022-05-03 08:44:53,108,3,481
183,2023-01-18 15:58:31,109,2,315
184,2023-10-30 23:30:40,109,1,473
185,2023-04-07 05:39:00,109,2,528
186,2023-06-20 06:27:41,109,1,566
187,2023-06-02 14:37:51,110,1,610
188,2023-09-03 18:32:50,110,1,933
189,2022-12-16 19:26:03,111,4,331
190,2022-01-29 01:02:11,112,2,27
191,2023-10-06 03:29:54,112,3,653
192,2024-09-17 23:51:14,112,2,948
193,2024-08-27 04:27:15,113,1,383
194,2023-12-11 04:39:34,114,2,931
195,2022-12-12 15:09:27,115,2,186
196,2022-06-07 20:46:08,115,1,990
197,2024-08-15 08:54:26,116,1,303
198,2022-11-14 21:01:48,117,4,24
199,2023-11-13 22:07:16,117,1,48
200,2022-08-03 05:44:30,117,2,293
201,2022-04-07 20:43:04,117,1,452
202,2024-09-07 20:40:39,117,1,868
203,2022-08-07 05:07:24,118,4,218
204,2024-02-06 21:57:44,119,3,166
205,2023-06-21 01:52:59,119,3,983
206,2024-12-02 20:50:05,120,3,770
207,2022-03-31 09:37:36,121,4,519
208,2024-04-10 10:06:31,121,4,790
209,2023-12-14 00:08:11,122,2,315
210,2023-07-07 22:19:43,123,3,124
211,2024-02-26 05:43:39,123,4,675
212,2022-03-22 18:34:44,124,2,142
213,2024-09-29 04:09:51,125,2,605
214,2024-02-07 22:37:19,126,3,654
215,2022-03-11 23:03:07,127,4,604
216,2024-08-19 09:06:19,128,3,216
217,2022-04-01 04:14:43,128,3,626
218,2023-12-01 13:25:29,128,4,864
219,2023-02-13 15:34:47,129,2,36
220,2022-12-13 21:54:17,129,2,415
221,2023-11-29 02:41:10,129,2,686
222,2022-08-30 12:36:31,130,4,859
223,2023-04-24 14:06:02,131,2,320
224,2022-11-20 01:08:50,131,1,904
225,2023-12-11 05:36:26,131,2,969
226,2023-11-18 14:55:31,132,2,348
227,2022-03-08 07:49:55,133,2,353
228,2023-06-14 05:11:35,134,1,242
229,2023-11-03 18:53:37,135,2,131
230,2022-11-06 14:57:28,135,2,520
231,2024-06-24 08:52:04,136,2,63
232,2022-06-04 00:34:51,137,4,338
233,2022-08-15 17:56:26,137,2,912
234,2023-12-07 14:21:27,138,3,795
235,2023-01-25 06:02:27,139,1,60
236,2024-10-16 00:16:12,140,2,655
237,2023-05-17 13:28:36,141,3,99
238,2022-11-29 04:20:25,141,2,379
239,2023-11-07 23:53:28,142,2,754
240,2024-12-03 21:34:57,143,4,631
241,2024-11-05 17:45:34,144,4,285
242,2022-09-20 13:54:02,144,2,323
243,2024-12-15 22:59:27,144,3,603
244,2023-09-02 14:26:02,145,1,390
245,2024-01-12 10:02:35,146,1,345
246,2024-06-28 03:37:30,147,1,297
247,2023-12-21 17:12:15,148,1,874
248,2024-12-21 20:58:09,148,2,896
249,2024-09-14 18:17:18,149,1,401
250,2022-07-28 05:28:06,150,2,580
251,2023-05-31 02:01:09,151,2,269
252,2022-08-10 03:51:43,151,3,585
253,2023-09-27 21:55:02,152,2,297
254,2022-07-11 12:23:00,152,4,591
255,2022-03-30 04:44:36,153,4,402
256,2024-10-17 17:23:04,154,2,280
257,2024-11-19 14:19:53,155,4,174
258,2024-08-08 10:32:59,155,1,781
259,2024-06-03 14:10:26,156,3,634
260,2023-07-16 21:04:12,157,3,42
261,2023-05-13 23:28:47,158,4,699
262,2024-12-29 07:12:02,159,1,633
263,2024-07-23 12:12:31,160,1,362
264,2022-08-13 13:52:13,161,4,573
265,2022-07-30 00:22:23,161,3,830
266,2024-04-27 16:58:16,161,3,837
267,2024-11-15 21:48:17,162,3,568
268,2022-09-05 12:15:53,162,1,595
269,2023-12-04 03:29:59,163,2,13
270,2022-05-17 18:49:45,163,1,452
271,2023-09-26 04:58:02,164,2,580
272,2024-07-07 11:37:55,164,2,688
273,2024-02-15 23:00:52,164,2,919
274,2024-09-02 11:18:10,165,2,446
275,2023-07-28 22:20:15,166,2,48
276,2024-10-01 01:23:58,167,3,937
277,2024-01-16 08:16:08,168,1,666
278,2023-12-20 15:13:37,168,3,696
279,2022-12-16 13:36:15,169,4,212
280,2022-05-28 16:09:10,169,4,248
281,2023-12-30 07:10:49,170,3,821
282,2023-03-14 05:45:53,171,4,639
283,2023-09-24 11:37:16,172,3,120
284,2023-01-07 15:37:50,172,3,474
285,2022-09-14 15:06:15,173,1,626
286,2023-02-14 17:01:10,173,3,831
287,2024-12-04 10:08:43,173,2,874
288,2022-06-11 06:17:53,174,1,975
289,2024-12-22 19:04:15,175,3,152
290,2023-07-11 08:22:46,175,2,836
291,2024-02-03 02:17:06,175,2,957
292,2023-12-07 06:42:52,176,2,98
293,2024-10-28 01:43:15,176,1,855
294,2022-03-18 10:58:53,176,3,944
295,2024-06-25 15:52:27,177,1,219
296,2022-03-29 01:29:16,178,2,475
297,2022-02-07 20:06:52,179,4,86
298,2024-09-30 23:29:58,179,1,674
299,2022-04-04 16:10:25,180,2,284
300,2023-01-18 14:30:58,180,4,786
301,2024-07-14 00:57:27,181,2,13
302,2024-08-23 22:15:44,181,3,143
303,2022-05-26 21:04:48,182,2,337
304,2023-09-14 22:52:25,182,4,891
305,2023-09-15 19:35:35,183,2,119
306,2024-01-05 13:07:10,184,3,210
307,2023-10-22 15:38:43,184,4,540
308,2023-02-26 01:54:04,185,1,127
309,2024-07-31 06:01:39,186,1,253
310,2024-08-04 16:07:39,187,2,663
311,2023-12-22 02:53:15,188,3,813
312,2024-01-26 20:25:40,189,3,78
313,2022-07-08 16:51:12,189,2,866
314,2022-02-11 07:04:33,190,2,299
315,2022-06-04 21:28:35,190,2,307
316,2022-12-21 23:05:04,191,3,737
317,2024-08-01 20:01:51,192,4,666
318,2023-04-22 19:32:17,192,2,857
319,2023-06-23 13:39:37,193,1,109
320,2023-03-17 02:24:56,193,2,813
321,2022-07-23 09:39:55,194,1,261
322,2024-08-30 08:36:58,194,1,393
323,2022-07-12 19:25:59,195,2,733
324,2022-12-27 18:23:49,196,1,15
325,2023-12-14 21:21:32,197,3,176
326,2023-02-21 14:57:39,198,3,387
327,2023-01-14 10:44:28,199,4,143
328,2022-05-10 12:08:40,199,1,483
329,2022-05-04 04:47:30,200,1,583
330,2022-02-23 20:27:23,200,2,884
331,2024-09-10 00:15:28,200,2,978
332,2023-10-09 03:30:15,201,1,99
333,2022-04-29 06:58:28,201,2,409
334,2024-02-25 19:41:29,201,1,853
335,2023-12-01 14:04:49,202,1,156
336,2023-12-20 09:01:07,203,2,512
337,2024-01-27 11:20:37,203,1,629
338,2022-08-05 05:04:37,204,3,591
339,2023-07-13 09:04:56,205,3,196
340,2024-08-29 21:34:56,205,2,568
341,2022-10-02 07:02:18,206,3,37
342,2024-03-29 02:12:02,206,4,384
343,2024-09-30 17:10:57,206,1,765
344,2024-01-02 09:22:38,207,2,205
345,2023-04-02 14:14:11,207,4,417
346,2024-08-29 08:48:48,207,3,838
347,2022-03-27 06:02:18,208,3,970
348,2023-06-01 02:07:13,209,3,964
349,2022-09-10 00:39:15,210,4,676
350,2022-04-28 08:03:50,211,4,269
351,2024-10-26 18:02:12,212,2,240
352,2024-08-20 20:50:18,212,1,358
353,2022-08-29 08:18:35,212,1,500
354,2022-09-12 09:03:09,213,1,182
355,2023-03-30 15:55:34,213,2,477
356,2024-04-08 19:50:09,214,1,94
357,2023-11-20 08:15:33,215,4,12
358,2022-04-28 17:06:59,215,1,441
359,2023-01-31 01:35:39,215,1,786
360,2024-08-03 10:57:19,216,3,444
361,2022-05-27 16:30:51,216,2,639
362,2024-04-01 13:53:10,217,1,984
363,2022-01-29 09:55:24,218,2,123
364,2024-02-24 06:16:47,218,1,366
365,2023-01-19 20:43:08,218,4,687
366,2022-07-28 15:51:17,219,1,355
367,2023-04-29 09:29:12,219,1,425
368,2023-12-12 04:15:57,220,1,324
369,2022-12-23 10:22:59,220,4,720
370,2022-12-21 05:36:06,221,3,220
371,2022-07-31 03:42:01,222,2,164
372,2024-03-08 10:36:06,222,2,179
373,2022-03-26 14:50:38,223,3,474
374,2024-09-01 09:19:50,224,4,712
375,2022-07-25 10:23:59,224,3,915
376,2023-08-06 08:20:02,224,3,959
377,2023-03-06 07:27:45,225,1,286
378,2023-12-01 09:29:40,225,1,524
379,2023-10-01 07:56:48,226,4,817
380,2022-11-29 08:14:55,227,1,169
381,2023-06-28 03:54:59,228,1,234
382,2024-01-03 14:53:26,228,1,474
383,2022-09-02 22:23:18,229,2,222
384,2022-08-12 18:04:35,229,3,538
385,2024-07-14 12:40:21,230,3,74
386,2022-08-03 20:48:10,231,1,981
387,2022-04-17 07:54:45,232,2,390
388,2022-03-02 01:49:37,232,3,613
389,2022-06-08 02:12:42,233,1,258
390,2022-09-04 16:17:30,233,3,496
391,2024-11-13 16:21:12,233,1,859
392,2022-05-20 10:48:05,233,4,901
393,2024-05-09 00:45:45,234,4,193
394,2024-03-16 03:59:23,234,4,748
395,2024-08-28 11:39:11,234,3,758
396,2022-08-05 08:13:00,234,1,986
397,2024-04-04 17:57:14,235,4,381
398,2023-07-11 17:53:19,236,4,731
399,2024-07-28 01:00:40,237,4,823
400,2024-01-30 16:55:48,238,3,88
401,2023-04-27 15:17:07,238,3,460
402,2022-04-08 08:45:40,238,2,477
403,2024-02-13 19:36:24,238,2,503
404,2023-10-22 20:23:28,239,1,109
405,2022-03-13 09:41:14,239,1,766
406,2024-05-16 15:15:10,240,1,508
407,2023-04-13 01:19:51,240,4,681
408,2024-11-13 22:43:20,241,4,198
409,2022-12-18 02:27:33,242,3,198
410,2023-05-14 00:56:16,243,1,12
411,2024-03-12 10:24:03,243,4,450
412,2024-05-13 11:53:16,244,3,709
413,2023-02-12 02:58:35,244,1,998
414,2024-10-29 12:16:27,245,3,887
415,2023-08-21 05:08:18,246,1,473
416,2024-07-22 01:52:29,246,2,756
417,2022-10-10 04:05:18,247,2,559
418,2022-08-11 03:31:10,248,4,905
419,2023-07-14 20:47:11,249,1,677
420,2024-08-04 17:58:47,249,2,702
421,2024-05-28 01:15:09,249,1,703
422,2023-04-16 20:41:47,249,4,997
423,2024-10-14 12:40:11,250,1,224
424,2024-04-13 21:10:21,250,4,696
425,2022-03-31 14:57:57,251,4,867
426,2024-01-12 12:30:37,252,1,678
427,2022-04-26 21:43:06,253,4,683
428,2024-09-04 02:46:05,253,3,740
429,2024-12-06 15:50:31,254,1,409
430,2023-07-27 02:47:58,255,1,119
431,2022-04-23 21:19:41,256,2,84
432,2022-09-12 10:45:10,256,4,412
433,2023-05-23 03:03:54,256,4,828
434,2024-01-20 00:10:25,257,1,328
435,2024-05-30 14:25:31,258,2,427
436,2022-04-19 23:14:05,258,3,750
437,2023-11-20 14:20:40,259,1,336
438,2022-02-01 06:08:38,259,4,379
439,2024-07-29 02:20:58,260,2,598
440,2022-02-04 04:03:27,261,1,154
441,2024-07-10 22:39:39,261,4,200
442,2024-01-29 00:45:02,261,2,572
443,2023-08-27 17:01:44,262,2,32
444,2022-08-30 19:30:27,262,3,951
445,2022-08-18 16:05:53,263,1,345
446,2024-12-02 01:00:25,264,4,641
447,2023-10-04 08:57:58,265,2,14
448,2023-01-11 08:00:31,265,1,542
449,2022-08-26 14:10:45,266,2,211
450,2022-01-15 20:02:27,266,3,665
451,2022-11-04 03:52:36,266,4,975
452,2022-07-21 04:00:05,267,1,53
453,2024-10-28 07:51:03,267,4,225
454,2022-08-27 07:52:10,268,4,7
455,2023-11-26 21:34:34,269,1,682
456,2022-03-23 17:50:10,270,3,164
457,2024-01-18 15:24:45,270,3,800
458,2022-10-31 03:01:35,271,2,491
459,2022-04-10 05:30:20,271,2,666
460,2022-08-14 20:04:50,272,1,932
461,2022-03-28 10:41:42,273,2,427
462,2023-11-10 13:11:43,274,3,27
463,2022-02-13 01:09:59,274,4,673
464,2022-06-09 14:07:16,275,2,620
465,2023-03-05 08:30:52,276,3,225
466,2022-04-17 01:24:01,277,2,914
467,2022-11-20 12:41:16,278,3,303
468,2024-02-26 03:10:46,279,2,530
469,2024-11-14 08:56:04,279,1,973
470,2024-02-12 11:51:09,280,1,443
471,2024-04-15 15:30:05,281,3,681
472,2022-05-19 10:34:03,282,4,182
473,2023-07-13 03:59:08,283,4,85
474,2023-07-27 19:19:56,283,2,121
475,2022-12-25 10:09:20,284,1,912
476,2023-06-18 09:40:47,285,2,462
477,2022-11-09 11:13:50,286,4,330
478,2022-01-15 20:58:42,286,2,703
479,2023-12-31 00:13:30,286,2,764
480,2023-07-05 22:10:58,287,3,823
481,2023-08-19 02:09:38,288,3,533
482,2024-04-27 00:07:09,288,3,540
483,2024-05-05 21:32:04,288,2,801
484,2024-08-05 14:47:44,289,3,662
485,2023-02-25 06:01:17,290,2,2
486,2023-06-09 19:57:37,291,4,391
487,2023-11-20 03:45:51,292,3,893
488,2023-10-23 02:35:34,293,2,324
489,2024-04-27 06:05:48,293,3,418
490,2022-10-03 11:12:57,294,3,567
491,2024-05-17 04:56:42,295,4,338
492,2024-04-11 07:43:32,296,2,148
493,2022-10-26 20:59:46,296,4,519
494,2022-12-27 08:06:43,297,1,21
495,2024-04-25 03:52:22,297,1,513
496,2024-01-14 15:17:21,298,3,177
497,2024-10-18 06:21:10,299,3,352
498,2023-10-02 21:48:44,299,3,532
499,2024-01-21 11:58:25,299,1,609
500,2024-03-19 21:54:14,300,1,423
501,2024-07-12 11:07:21,300,1,519
502,2023-01-20 04:54:35,300,3,781
503,2022-02-27 07:53:48,301,1,107
504,2024-06-09 00:33:52,301,4,832
505,2024-11-04 02:22:03,302,2,920
506,2024-01-08 06:37:04,303,1,514
507,2022-09-16 23:08:34,303,2,729
508,2023-03-25 10:52:00,304,4,31
509,2023-11-20 12:53:36,304,2,351
510,2022-09-17 17:53:20,305,3,999
511,2024-06-20 22:33:48,306,4,558
512,2023-06-22 18:25:07,306,1,821
513,2024-09-05 17:35:49,307,1,252
514,2023-08-13 15:17:23,307,4,726
515,2022-06-28 02:50:53,308,3,216
516,2022-08-30 03:13:07,308,4,801
517,2024-02-02 02:14:04,309,3,8
518,2022-08-27 04:11:59,309,3,164
519,2024-07-14 02:23:56,309,3,854
520,2022-03-18 22:29:53,310,3,102
521,2024-02-14 12:35:02,310,3,558
522,2024-05-07 03:19:43,311,1,768
523,2023-06-13 12:42:04,312,4,173
524,2022-04-22 10:04:43,312,4,277
525,2023-09-11 19:53:53,313,3,44
526,2024-05-23 14:04:01,314,4,556
527,2022-02-22 06:54:21,315,1,30
528,2024-02-09 19:19:14,315,2,740
529,2024-09-16 07:39:07,316,2,691
530,2024-06-11 10:12:59,317,1,615
531,2022-12-27 19:57:22,318,1,598
532,2024-09-14 13:55:59,318,4,873
533,2022-06-10 03:50:19,318,4,955
534,2023-11-30 10:15:05,319,2,43
535,2024-05-02 06:56:27,319,3,192
536,2022-01-27 06:19:32,319,3,353
537,2023-04-13 00:25:51,320,4,243
538,2024-08-03 13:58:18,321,2,68
539,2023-08-20 12:17:48,321,1,112
540,2023-08-31 02:36:26,322,3,424
541,2023-10-28 01:34:47,322,3,933
542,2023-07-30 21:15:43,323,1,231
543,2023-07-04 20:28:20,323,4,777
544,2024-05-07 20:19:47,324,2,268
545,2023-01-10 00:43:45,324,3,661
546,2023-03-31 13:36:05,325,2,712
547,2024-05-14 02:34:43,326,4,762
548,2022-09-13 13:17:49,326,1,881
549,2022-12-04 04:08:58,327,4,250
550,2024-03-05 21:52:42,328,4,950
551,2024-12-28 09:03:26,329,3,259
552,2023-03-11 13:53:45,329,4,831
553,2023-08-13 05:13:12,330,4,397
554,2023-11-19 12:49:48,331,3,866
555,2022-03-10 19:30:26,332,4,229
556,2023-07-23 05:52:53,332,4,357
557,2022-10-23 22:53:33,332,1,378
558,2023-04-28 12:44:16,333,2,348
559,2024-09-30 02:42:08,333,2,444
560,2023-03-31 23:25:00,333,4,668
561,2023-11-17 03:18:27,334,2,306
562,2022-05-17 10:48:34,335,1,44
563,2024-02-19 22:19:30,336,4,279
564,2023-03-01 05:36:18,336,2,924
565,2024-10-11 16:17:07,337,1,408
566,2022-04-15 09:41:10,338,4,884
567,2023-05-06 04:11:03,339,1,86
568,2023-11-14 07:02:25,339,2,904
569,2024-05-10 14:49:23,340,2,623
570,2022-11-26 16:59:18,340,3,779
571,2023-11-14 12:04:56,341,4,331
572,2022-04-29 19:23:03,342,1,594
573,2023-04-14 10:16:23,342,3,600
574,2022-05-20 11:26:38,342,1,719
575,2023-08-21 19:41:22,343,3,844
576,2022-08-10 21:49:06,343,1,918
577,2024-09-26 12:03:28,344,1,473
578,2023-06-26 23:26:55,345,1,122
579,2022-06-30 15:43:01,345,4,625
580,2023-12-20 06:17:46,345,4,721
581,2024-11-10 16:53:25,346,4,509
582,2022-08-07 14:57:40,347,3,903
583,2022-07-20 02:57:52,348,1,505
584,2023-12-15 08:23:22,348,2,532
585,2024-02-16 03:26:01,349,3,685
586,2023-09-28 04:26:57,349,1,864
587,2023-11-08 20:20:46,350,3,994
588,2023-07-02 01:14:42,351,4,411
589,2024-09-17 23:15:15,351,3,765
590,2024-01-09 13:20:16,351,2,914
591,2023-12-09 10:50:35,352,2,229
592,2022-07-18 04:41:42,352,4,381
593,2023-10-20 06:19:51,353,1,668
594,2024-04-02 20:44:36,354,4,468
595,2024-07-21 15:51:37,355,4,130
596,2023-03-10 09:22:11,356,3,781
597,2024-06-28 01:59:51,357,1,59
598,2022-07-25 16:20:18,357,4,923
599,2022-03-21 19:09:55,358,1,374
600,2024-01-04 15:48:40,359,3,633
601,2022-02-24 22:38:03,359,4,817
602,2024-09-11 14:27:51,360,3,332
603,2023-10-29 13:49:37,361,2,891
604,2023-05-08 03:14:53,362,3,450
605,2022-02-09 23:59:08,363,3,296
606,2023-11-16 09:12:27,364,4,251
607,2023-07-26 21:47:08,364,3,632
608,2022-10-28 09:46:26,364,3,919
609,2023-06-19 04:20:58,365,2,724
610,2024-04-29 09:23:23,366,1,219
611,2022-12-21 09:58:23,367,1,444
612,2022-06-07 23:41:34,367,4,627
613,2024-05-30 15:07:05,368,3,621
614,2024-11-14 16:43:29,368,1,637
615,2024-10-20 04:25:13,368,1,986
616,2022-05-01 20:10:28,369,4,254
617,2023-12-27 22:14:56,369,2,561
618,2023-09-26 15:52:28,369,2,600
619,2022-01-05 20:05:21,370,1,240
620,2024-07-21 13:32:05,370,1,241
621,2022-05-09 19:04:29,371,1,384
622,2023-08-21 15:19:10,371,3,579
623,2022-11-11 14:06:34,372,3,163
624,2023-07-27 00:55:10,373,1,35
625,2022-12-13 01:11:59,374,4,779
626,2022-11-02 05:14:06,375,2,302
627,2023-04-14 07:22:49,375,4,407
628,2023-10-12 11:49:34,375,3,759
629,2023-03-11 04:59:07,376,2,135
630,2022-07-08 02:59:55,376,1,508
631,2024-01-06 02:49:06,376,1,668
632,2022-07-22 17:16:39,376,3,670
633,2023-05-10 05:37:09,377,4,695
634,2024-08-27 13:58:53,378,3,340
635,2024-03-18 13:47:20,378,1,765
636,2022-01-22 06:52:06,379,2,67
637,2024-02-14 21:06:54,380,1,490
638,2022-09-27 18:04:51,381,2,80
639,2022-11-12 00:12:52,381,2,851
640,2022-09-04 00:03:40,381,3,872
641,2023-12-19 13:56:44,382,3,247
642,2023-03-20 15:07:43,382,2,512
643,2024-04-29 08:38:57,383,4,447
644,2022-03-15 18:53:25,383,4,525
645,2022-10-29 07:47:12,384,4,196
646,2023-10-17 16:38:55,385,2,478
647,2024-07-29 20:57:21,385,4,848
648,2024-10-04 23:02:09,386,3,192
649,2024-03-12 23:47:32,386,1,715
650,2023-10-27 19:26:41,387,2,950
651,2024-10-04 02:01:57,388,3,527
652,2024-12-15 22:19:55,389,1,176
653,2023-04-24 12:43:39,389,2,646
654,2023-03-18 07:32:59,390,3,582
655,2024-02-06 19:36:33,391,3,73
656,2023-12-18 07:20:24,391,4,693
657,2022-04-23 01:41:38,391,1,998
658,2022-02-06 04:50:09,392,2,65
659,2024-01-18 19:21:05,392,2,314
660,2023-12-18 02:52:06,393,4,628
661,2022-10-07 15:02:53,394,4,173
662,2024-10-28 10:48:39,394,3,697
663,2023-09-22 12:41:15,395,4,528
664,2023-04-07 14:28:37,395,4,816
