line_id,order_id,book_id,price
283,10777,1308,7.1
284,10778,4689,0.85
285,11288,10563,12.37
286,11289,2719,7.33
287,11415,1096,7.87
288,11416,7476,3.58
289,33,9789,17.23
290,4128,7441,15.18
291,6175,8776,13.33
292,8222,10756,16.68
293,9245,2991,16.85
294,10268,4516,10.04
295,10779,3251,19.1
296,11290,9987,12.47
297,11417,4736,5.14
298,34,93,5.41
299,4129,3635,16.45
300,6176,1479,3.94
301,8223,6512,6.71
302,9246,10267,12.14
303,10269,2959,10.18
304,10780,8323,4.25
305,11291,9104,9.07
306,11418,9057,14.18
307,35,1136,7.68
308,36,6820,18.27
309,37,8094,17.95
310,4130,3398,16.68
311,4131,2832,15.4
312,4132,969,2.5
313,6177,4040,8.82
314,6178,1288,5.11
315,6179,10353,17.72
316,8224,7099,10.64
317,8225,8313,2.78
318,8226,5041,16.98
319,9247,9842,17.53
320,9248,8118,0.36
321,9249,10020,8.98
322,10270,6057,7.48
323,10271,2649,1.35
324,10272,6937,18.3
325,10781,7829,15.47
326,10782,8428,9.33
327,10783,665,17.99
328,11292,3535,17.8
329,11293,5538,16.36
330,11294,6644,10.63
331,11419,9638,14.73
332,11420,940,4.24
333,11421,8989,8.06
334,38,6572,14.89
335,39,10573,10.36
336,4133,8235,2.92
337,4134,5670,2.2
338,6180,241,15.56
339,6181,9175,15.78
340,8227,5252,19.85
341,8228,6079,15.09
342,9250,1475,8.0
343,9251,6696,16.19
344,10273,2688,15.59
345,10274,1931,10.57
346,10784,1369,0.58
347,10785,8622,15.76
348,11295,6854,14.31
349,11296,8128,10.11
350,11422,3731,3.21
351,11423,8852,9.94
352,40,1104,0.08
353,41,8048,12.08
354,42,9464,8.81
355,43,7248,18.7
356,4135,8031,16.07
357,4136,9476,16.96
358,4137,7626,17.65
359,4138,3978,2.79
360,6182,6947,14.07
361,6183,7170,2.23
362,6184,6950,15.77
363,6185,757,19.5
364,8229,7454,8.5
365,8230,1294,6.12
366,8231,2009,19.7
367,8232,4272,19.28
368,9252,7443,9.04
369,9253,2829,18.29
370,9254,9005,6.07
371,9255,988,10.68
372,10275,4487,8.29
373,10276,9590,1.33
374,10277,8305,10.66
375,10278,4736,10.58
376,10786,4104,5.14
377,10787,1978,2.36
378,10788,630,18.58
379,10789,5287,11.78
380,11297,5775,16.57
381,11298,6501,8.74
382,11299,4794,16.88
383,11300,10322,2.13
384,11424,8329,8.47
385,11425,9710,1.85
386,11426,9400,18.93
387,11427,2191,2.91
388,44,1523,4.96
389,45,9224,8.03
390,4139,5783,7.89
391,4140,4604,17.7
392,6186,2039,5.23
393,6187,8438,0.13
394,8233,8442,15.47
395,8234,6567,12.63
396,9256,4299,0.75
397,9257,315,0.58
398,10279,661,4.21
399,10280,9724,14.77
400,10790,778,2.69
401,10791,5142,18.15
402,11301,1679,0.64
403,11302,7872,8.83
404,11428,943,1.99
405,11429,2701,18.31
406,46,9444,9.96
407,47,10486,4.38
408,4141,2969,13.56
409,4142,6545,18.16
410,6188,8624,3.03
411,6189,4802,14.08
412,8235,2504,0.26
413,8236,4352,18.32
414,9258,4519,5.66
415,9259,2190,2.69
416,10281,924,0.22
417,10282,8967,19.94
418,10792,6299,16.8
419,10793,5585,19.79
420,11303,4920,4.84
421,11304,9826,13.8
422,11430,8907,18.66
423,11431,2918,10.26
424,48,8647,6.95
425,4143,4509,19.68
426,6190,7847,11.47
427,8237,8370,0.81
428,9260,10529,12.19
429,10283,2325,4.32
430,10794,5048,12.4
431,11305,8224,16.71
432,11432,10678,5.85
433,49,6487,0.76
434,50,4899,1.76
435,4144,1318,6.57
436,4145,3191,8.97
437,6191,4261,11.37
438,6192,7727,15.32
439,8238,8320,8.81
440,8239,10661,9.4
441,9261,5278,19.25
442,9262,4341,1.25
443,10284,1588,10.51
444,10285,2226,8.46
445,10795,5743,6.22
446,10796,67,1.94
447,11306,5209,0.98
448,11307,9365,1.21
449,11433,8660,14.19
450,11434,2361,18.65
451,51,294,6.69
452,4146,6590,19.17
453,6193,171,4.03
454,8240,10691,4.01
455,9263,1322,19.86
456,10286,6773,1.29
457,10797,5518,5.73
458,11308,10504,17.23
459,52,5277,15.74
460,53,5712,4.1
461,4147,5401,16.23
462,4148,6704,11.55
463,6194,888,13.33
464,6195,1026,9.24
465,8241,376,15.65
466,8242,9033,14.23
467,9264,1345,9.4
468,9265,11002,10.67
469,10287,7796,18.06
470,10288,4588,7.06
471,10798,5879,11.65
472,10799,3641,17.78
473,11309,5142,12.89
474,11310,9296,4.89
475,54,7958,16.86
476,4149,774,16.37
477,6196,9833,19.27
478,8243,1847,18.79
479,9266,2228,3.64
480,10289,3446,0.05
481,10800,923,8.14
482,11311,8758,14.28
483,55,2330,18.09
484,56,9950,15.16
485,57,1184,5.17
486,4150,10831,1.84
487,4151,5990,8.33
488,4152,5197,1.72
489,6197,332,17.8
490,6198,4026,2.77
491,6199,6756,12.41
492,8244,3121,10.82
493,8245,9609,13.9
494,8246,9833,6.68
495,9267,208,1.83
496,9268,4462,14.61
497,9269,5012,1.2
498,10290,10558,11.29
499,10291,10854,3.68
500,10292,11065,8.39
501,10801,1278,6.3
502,10802,2569,4.18
503,10803,3932,2.79
504,11312,7086,15.32
505,11313,10238,6.05
506,11314,8359,16.98
507,58,11034,8.22
508,4153,901,3.42
509,6200,6808,10.93
510,8247,9984,16.94
511,9270,6031,3.39
512,10293,2476,12.07
513,10804,3887,18.73
514,11315,7059,7.26
515,59,10134,9.31
516,4154,6629,11.63
517,6201,1351,17.24
518,8248,10518,2.81
519,9271,9656,18.34
520,10294,10916,3.09
521,10805,9227,13.66
522,11316,10316,11.73
523,60,1694,0.01
524,61,6085,14.65
525,4155,239,18.2
526,4156,5399,13.93
527,6202,289,0.82
528,6203,1407,10.19
529,8249,1864,6.19
530,8250,501,5.93
531,9272,3868,16.97
532,9273,2220,9.04
533,10295,7360,19.03
534,10296,8594,0.16
535,10806,8043,11.8
536,10807,8701,2.79
537,11317,3916,6.82
538,11318,7218,4.42
539,62,1767,2.62
540,4157,1978,9.93
541,6204,10552,5.06
542,8251,4666,6.76
543,9274,4811,2.95
544,10297,4911,15.28
545,10808,5506,3.65
546,11319,4772,11.93
547,63,7741,13.79
548,64,3996,14.56
549,4158,6256,12.55
550,4159,5007,7.36
551,6205,5448,6.89
552,6206,2817,4.65
553,8252,4489,6.39
554,8253,4304,19.51
555,9275,7983,13.21
556,9276,1682,15.47
557,10298,4616,15.06
558,10299,5804,6.97
559,10809,1966,16.77
560,10810,7361,15.86
561,11320,10897,10.37
562,11321,7281,14.33
563,65,6882,18.87
564,66,9593,9.61
565,4160,9072,12.71
566,4161,8135,14.99
567,6207,6154,10.35
568,6208,10330,1.79
569,8254,7373,0.89
570,8255,2610,0.79
571,9277,5485,6.94
572,9278,2840,4.71
573,10300,4584,7.06
574,10301,5897,11.81
575,10811,4024,0.75
576,10812,1133,7.94
577,11322,7557,4.1
578,11323,10998,6.53
579,67,7431,7.19
580,68,8834,17.82
581,4162,821,13.91
582,4163,2840,3.81
583,6209,2069,7.17
584,6210,2614,1.98
585,8256,8794,13.1
586,8257,10048,11.02
587,9279,505,11.48
588,9280,8166,18.95
589,10302,5957,16.7
590,10303,6316,6.68
591,10813,10752,16.61
592,10814,2808,15.42
593,11324,1083,3.48
594,11325,6425,7.31
595,69,1071,7.68
596,4164,7027,0.11
597,6211,1480,12.96
598,8258,9369,5.31
599,9281,8923,4.26
600,10304,7326,13.07
601,10815,3261,10.08
602,11326,7139,13.91
603,70,6159,13.61
604,4165,8251,13.33
605,6212,1203,10.81
606,8259,4223,5.51
607,9282,2646,7.27
608,10305,1147,8.5
609,10816,9090,16.19
610,11327,6625,10.99
611,71,10685,3.07
612,4166,9869,19.48
613,6213,2337,2.55
614,8260,78,13.05
615,9283,2697,5.08
616,10306,6042,19.06
617,10817,1504,16.34
618,11328,7569,19.0
619,72,7889,13.91
620,4167,3886,13.21
621,6214,2825,5.76
622,8261,7563,10.68
623,9284,7014,11.0
624,10307,9560,12.92
625,10818,7253,6.43
626,11329,7255,5.92
627,73,5815,14.52
628,4168,679,2.55
629,6215,5067,17.87
630,8262,1142,16.64
631,9285,9473,15.23
632,10308,2812,19.59
633,10819,1545,15.12
634,11330,4042,10.97
635,74,7252,12.28
636,4169,1280,14.66
637,6216,3558,8.0
638,8263,444,20.0
639,9286,9787,7.97
640,10309,3937,11.47
641,10820,8967,6.18
642,11331,1428,14.28
643,75,2052,15.61
644,76,3875,8.01
645,4170,10654,11.72
646,4171,648,10.65
647,6217,5427,16.83
648,6218,8271,3.86
649,8264,8172,1.87
650,8265,2942,0.82
651,9287,4589,18.77
652,9288,5074,9.29
653,10310,10606,7.47
654,10311,83,18.33
655,10821,6247,1.14
656,10822,6689,16.69
657,11332,4107,6.84
658,11333,6703,19.72
659,77,1379,13.22
660,78,10382,13.65
661,4172,6830,0.42
662,4173,2945,5.19
663,6219,5609,14.83
664,6220,2176,15.06
665,8266,1991,12.71
666,8267,7118,5.85
667,9289,6053,16.84
668,9290,6431,7.28
669,10312,961,6.79
670,10313,4870,3.41
671,10823,5991,3.63
672,10824,3242,18.26
673,11334,7678,14.24
674,11335,5444,6.21
675,79,948,9.88
676,4174,2393,11.86
677,6221,3557,16.39
678,8268,1535,4.63
679,9291,8272,0.46
680,10314,9841,7.06
681,10825,1257,10.1
682,11336,2065,8.26
683,80,5669,6.15
684,4175,107,2.51
685,6222,6649,12.24
686,8269,2969,9.97
687,9292,7698,19.28
688,10315,8278,16.56
689,10826,10108,1.16
690,11337,6285,13.0
691,81,6183,16.57
692,4176,5281,17.76
693,6223,192,8.43
694,8270,609,0.2
695,9293,9846,7.9
696,10316,3572,8.39
697,10827,1497,8.28
698,11338,7423,1.87
699,82,5179,0.94
700,83,9329,1.03
701,84,8257,11.12
702,4177,6158,1.98
703,4178,9302,17.64
704,4179,10049,17.38
705,6224,7068,11.39
706,6225,10474,19.97
707,6226,1881,16.99
708,8271,8227,2.98
709,8272,5864,3.76
710,8273,3997,4.64
711,9294,910,14.26
712,9295,3563,9.23
713,9296,3869,7.07
714,10317,8063,11.25
715,10318,7108,10.13
716,10319,6861,11.26
717,10828,10751,2.83
718,10829,9007,12.45
719,10830,7608,11.03
720,11339,7849,17.46
721,11340,2780,12.59
722,11341,4429,2.03
723,85,3495,5.31
724,86,4291,2.63
725,87,5565,2.13
726,4180,353,16.78
727,4181,1120,19.71
728,4182,6965,3.46
729,6227,10991,8.4
730,6228,1508,8.36
731,6229,7608,3.3
732,8274,8598,7.38
733,8275,5872,10.62
734,8276,799,15.32
735,9297,6836,15.48
736,9298,311,16.34
737,9299,4,11.02
738,10320,8398,2.4
739,10321,3750,6.49
740,10322,6791,1.58
741,10831,6275,11.66
742,10832,2472,7.24
743,10833,1604,12.69
744,11342,8225,15.86
745,11343,8322,7.21
746,11344,6213,14.21
747,88,9767,5.15
748,89,7269,9.89
749,4183,5703,1.58
750,4184,9550,1.08
751,6230,7734,6.27
752,6231,5357,9.34
753,8277,9922,1.14
754,8278,6791,17.6
755,9300,6341,4.18
756,9301,3734,1.01
757,10323,2737,1.56
758,10324,7270,0.64
759,10834,2226,18.08
760,10835,10232,17.73
761,11345,7489,14.12
762,11346,5689,8.76
763,90,7303,19.35
764,91,9663,8.8
765,92,6618,13.07
766,93,5387,9.2
767,94,9416,17.04
768,4185,8026,1.01
769,4186,987,5.84
770,4187,2149,1.8
771,4188,9688,1.67
772,4189,8960,15.52
773,6232,5163,19.84
774,6233,6325,17.32
775,6234,6950,10.5
776,6235,8367,3.69
777,6236,7417,15.59
778,8279,9977,2.91
779,8280,428,15.1
780,8281,7346,0.72
781,8282,2210,17.7
782,8283,9238,9.91
783,9302,10986,9.0
784,9303,3212,1.85
785,9304,6643,14.15
786,9305,8295,12.11
787,9306,8804,2.79
788,10325,3613,4.09
789,10326,536,12.54
790,10327,11033,1.53
791,10328,4536,16.18
792,10329,9136,13.58
793,10836,10361,12.39
794,10837,3382,13.22
795,10838,4380,19.7
796,10839,8281,15.32
797,10840,6648,13.78
798,11347,7273,4.01
799,11348,467,12.16
800,11349,10161,14.86
801,11350,10848,12.92
802,11351,3393,11.73
803,95,210,6.68
804,96,6820,1.26
805,97,5298,3.83
806,4190,5892,1.46
807,4191,8644,13.3
808,4192,11065,19.55
809,6237,10056,11.73
810,6238,2462,6.93
811,6239,767,6.1
812,8284,3532,13.46
813,8285,4583,0.82
814,8286,10783,14.46
815,9307,7863,7.3
816,9308,7848,8.63
817,9309,458,18.22
818,10330,4811,8.57
819,10331,9406,18.83
820,10332,1904,0.62
821,10841,7142,2.33
822,10842,7301,18.64
823,10843,7684,13.15
824,11352,2396,2.09
825,11353,9747,1.34
826,11354,7857,6.6
827,98,5919,13.4
828,99,8378,15.11
829,100,5771,6.53
830,4193,857,8.1
831,4194,8844,15.18
832,4195,4560,15.44
833,6240,7029,16.84
834,6241,3502,0.95
835,6242,3276,6.57
836,8287,8462,16.33
837,8288,8910,11.09
838,8289,4112,3.69
839,9310,9054,10.3
840,9311,1499,2.56
841,9312,2630,15.95
842,10333,3089,19.92
843,10334,1649,15.04
844,10335,3523,6.53
845,10844,7595,8.67
846,10845,1325,5.91
847,10846,1327,14.21
848,11355,2156,16.75
849,11356,6757,10.47
850,11357,8853,8.15
851,101,7247,0.67
852,102,2383,19.4
853,103,2304,2.51
854,104,77,13.15
855,105,2980,7.32
856,4196,294,0.68
857,4197,1004,6.99
858,4198,5305,6.71
859,4199,2746,4.55
860,4200,4425,6.11
861,6243,3723,15.13
862,6244,8659,12.44
863,6245,8621,0.17
864,6246,7985,11.26
865,6247,7371,12.46
866,8290,1415,15.34
867,8291,5051,19.37
868,8292,5352,9.98
869,8293,591,15.36
870,8294,7562,1.89
871,9313,4837,17.79
872,9314,1586,0.89
873,9315,8855,16.9
874,9316,9321,13.07
875,9317,8389,16.19
876,10336,8749,10.06
877,10337,1723,5.31
878,10338,9610,10.43
879,10339,187,10.38
880,10340,6072,3.42
881,10847,2421,11.5
882,10848,2474,7.74
883,10849,2968,3.47
884,10850,746,16.29
885,10851,9701,18.31
886,106,10712,1.33
887,4201,4946,0.46
888,6248,8697,16.78
889,8295,9462,14.69
890,9318,1360,8.14
891,10341,7429,2.36
892,10852,6520,11.53
893,107,1386,17.86
894,4202,1019,15.57
895,6249,6885,15.16
896,8296,10376,7.79
897,9319,1670,11.63
898,10342,5087,10.83
899,10853,3741,1.13
900,108,3035,3.9
901,4203,1744,3.97
902,6250,5816,0.36
903,8297,5802,11.07
904,9320,2260,7.1
905,10343,1840,15.24
906,10854,3494,5.68
907,109,5320,10.77
908,4204,2880,13.56
909,6251,6831,0.71
910,8298,3733,11.42
911,9321,9449,10.65
912,10344,1282,19.56
913,10855,6065,15.82
914,110,3565,4.57
915,111,2023,4.46
916,4205,6345,3.63
917,4206,2203,8.89
918,6252,7002,16.25
919,6253,1956,8.81
920,8299,7508,1.06
921,8300,2667,0.8
922,9322,5348,5.66
923,9323,10838,0.42
924,10345,2028,16.97
925,10346,7748,18.72
926,10856,6569,2.89
927,10857,10574,6.38
928,112,8265,15.15
929,4207,6233,10.55
930,6254,10652,4.08
931,8301,1649,2.57
932,9324,2216,12.19
933,10347,5015,8.49
934,10858,8583,11.66
935,113,6674,5.01
936,114,5042,10.29
937,4208,2359,10.34
938,4209,10569,3.96
939,6255,1552,2.08
940,6256,1119,3.83
941,8302,7290,14.03
942,8303,6045,12.22
943,9325,4730,5.85
944,9326,2092,1.24
945,10348,8291,10.81
946,10349,5192,14.24
947,10859,1775,13.24
948,10860,9239,3.33
949,115,3803,4.19
950,116,234,9.54
951,4210,3579,3.55
952,4211,10270,1.65
953,6257,7148,19.3
954,6258,9991,11.89
955,8304,3113,12.29
956,8305,2607,6.54
957,9327,10378,13.65
958,9328,6822,0.38
959,10350,2844,4.42
960,10351,3761,0.54
961,10861,1351,10.52
962,10862,2947,14.94
963,117,10451,9.12
964,118,5150,18.91
965,4212,3782,17.25
966,4213,3258,17.53
967,6259,5600,17.75
968,6260,10320,19.51
969,8306,1045,10.87
970,8307,4853,11.0
971,9329,4909,11.12
972,9330,5092,12.39
973,10352,8051,15.2
974,10353,7005,17.35
975,10863,4995,12.84
976,10864,9598,7.75
977,119,3891,11.71
978,4214,9789,12.83
979,6261,6330,18.39
980,8308,9921,13.98
981,9331,9137,0.16
982,10354,6419,17.2
983,10865,6346,5.42
984,120,7165,8.13
985,121,1134,5.78
986,4215,1557,16.65
987,4216,8255,4.25
988,6262,9315,10.96
989,6263,2550,10.02
990,8309,9108,11.78
991,8310,5457,13.69
992,9332,10592,14.12
993,9333,7495,5.01
994,10355,2568,8.06
995,10356,3578,7.99
996,10866,365,19.31
997,10867,8105,14.93
998,122,6076,9.83
999,4217,9104,12.35
1000,6264,7029,6.14
1001,8311,7109,5.48
1002,9334,5050,8.94
1003,10357,9720,0.54
1004,10868,5709,9.7
1005,123,9865,19.55
1006,4218,2541,4.17
1007,6265,3984,3.29
1008,8312,8320,4.91
1009,9335,10952,3.7
1010,10358,10815,6.1
1011,10869,6780,2.63
1012,124,9230,15.07
1013,4219,3094,2.6
1014,6266,9091,13.89
1015,8313,230,0.4
1016,9336,435,2.69
1017,10359,6187,7.53
1018,10870,2382,18.82
1019,125,690,9.75
1020,126,2788,15.82
1021,4220,2264,12.88
1022,4221,6791,2.39
1023,6267,8522,9.43
1024,6268,664,17.68
1025,8314,2672,10.98
1026,8315,281,9.57
1027,9337,3533,3.03
1028,9338,8959,11.43
1029,10360,4911,9.85
1030,10361,1546,4.33
1031,10871,7419,13.67
1032,10872,4652,0.79
1033,127,10492,11.93
1034,4222,1716,19.62
1035,6269,4925,5.4
1036,8316,239,5.96
1037,9339,4726,4.6
1038,10362,9749,13.82
1039,10873,9185,1.1
1040,128,8893,16.61
1041,4223,8405,5.7
1042,6270,1770,18.8
1043,8317,2485,5.93
1044,9340,9030,3.38
1045,10363,4557,10.82
1046,10874,5303,15.2
1047,129,4108,11.33
1048,130,8075,18.57
1049,4224,5188,10.9
1050,4225,3638,19.99
1051,6271,181,1.66
1052,6272,4063,11.55
1053,8318,8817,4.59
1054,8319,8564,3.21
1055,9341,5479,19.62
1056,9342,4761,3.93
1057,10364,7773,18.07
1058,10365,4699,8.01
1059,10875,8184,9.52
1060,10876,1943,8.88
1061,131,7759,3.08
1062,132,7546,18.57
1063,4226,6774,5.16
1064,4227,5169,10.96
1065,6273,3851,1.73
1066,6274,4395,14.3
1067,8320,4331,16.03
1068,8321,9355,15.98
1069,9343,5253,19.27
1070,9344,4471,2.36
1071,10366,4293,11.49
1072,10367,7950,16.98
1073,10877,1144,19.32
1074,10878,5804,14.21
1075,133,10978,16.05
1076,4228,578,17.05
1077,6275,1176,19.43
1078,8322,6009,15.72
1079,9345,3456,3.89
1080,10368,451,12.38
1081,10879,10829,0.19
1082,134,1422,12.2
1083,135,7427,10.14
1084,4229,5931,2.88
1085,4230,1340,3.4
1086,6276,5450,18.77
1087,6277,2475,5.94
1088,8323,9103,3.99
1089,8324,6041,2.33
1090,9346,10601,8.3
1091,9347,2407,16.73
1092,10369,5946,3.24
1093,10370,2294,10.9
1094,10880,1199,18.05
1095,10881,2121,4.9
1096,136,7263,10.58
1097,4231,7631,16.86
1098,6278,1743,5.09
1099,8325,8938,5.05
1100,9348,9498,10.2
1101,10371,10995,8.23
1102,10882,1046,4.69
1103,137,9917,15.05
1104,4232,986,3.71
1105,6279,7352,14.96
1106,8326,8434,10.92
1107,9349,5071,12.82
1108,10372,9310,5.23
1109,10883,8858,3.93
1110,138,6623,7.72
1111,139,1609,11.29
1112,4233,4332,5.06
1113,4234,1067,14.42
1114,6280,3542,8.56
1115,6281,2054,12.79
1116,8327,7154,5.93
1117,8328,6165,17.61
1118,9350,8247,1.28
1119,9351,1067,5.75
1120,10373,1675,17.79
1121,10374,11086,6.26
1122,10884,6411,18.83
1123,10885,10906,1.51
1124,140,4874,19.26
1125,141,5577,12.33
1126,4235,6454,1.0
1127,4236,5682,8.05
1128,6282,5354,3.96
1129,6283,6083,2.78
1130,8329,625,17.26
1131,8330,1624,2.82
1132,9352,2984,18.35
1133,9353,8699,3.15
1134,10375,4915,14.73
1135,10376,3967,11.47
1136,10886,8873,5.35
1137,10887,10502,18.35
1138,142,8416,0.58
1139,143,9748,5.87
1140,4237,9340,6.33
1141,4238,706,7.36
1142,6284,7228,2.88
1143,6285,8582,8.49
1144,8331,9006,15.46
1145,8332,4852,17.23
1146,9354,3,8.32
1147,9355,894,3.06
1148,10377,5823,3.16
1149,10378,2453,12.56
1150,10888,5326,10.18
1151,10889,1224,0.45
1152,144,8701,16.86
1153,145,9658,16.23
1154,146,5046,16.66
1155,147,8951,10.47
1156,148,2270,8.99
1157,4239,7068,16.56
1158,4240,2601,13.7
1159,4241,8044,11.21
1160,4242,7049,9.72
1161,4243,5903,3.88
1162,6286,4200,6.12
1163,6287,4416,1.33
1164,6288,1591,10.29
1165,6289,1603,3.53
1166,6290,5015,14.47
1167,8333,2965,3.22
1168,8334,71,10.96
1169,8335,8030,19.28
1170,8336,7294,7.7
